,oci,street,street_from,street_to,oci_desc,COLLISION_DATE,COLLISION_TIME,PRIMARY_RD,SECONDARY_RD,CHP_BEAT_TYPE,WEATHER_1,COLLISION_SEVERITY,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,LIGHTING,ROAD_SURFACE,ROAD_COND_1
5454,56.23,FANUEL ST,MISSOURI ST,CHALCEDONY ST,Fair,20140819,1013,FANUAL ST,MISSOURI ST,0,A,4,A,09,A,A,H
5455,85.07,LOGAN AV,JARRETT CT,S 49TH ST,Good,20140825,1350,LOGAN AV,S 49TH ST,0,A,3,A,09,A,A,H
5456,86.28,EL CAJON BL,33RD PL,33RD ST,Good,20140820,2225,EL CAJON BL,33RD ST,0,A,3,A,12,C,A,H
5457,69,SUTTER ST,CRANE PL,IBIS ST,Fair,20140820,1901,SUTTER ST,IBIS ST,0,A,3,A,09,A,A,H
5458,35.63,EL CAJON BL,43RD ST,FAIRMOUNT AV,Poor,20140823,1507,EL CAJON BL,FAIRMOUNT AV,0,A,4,A,04,A,A,H
5459,58.15,MIRAMAR RD,PRODUCTION AV,DISTRIBUTION AV,Fair,20140826,0939,MIRAMAR RD,PRODUCTION AV,0,A,3,A,09,A,A,H
5460,54.86,CASS ST,GRAND AV,HORNBLEND ST,Fair,20140818,1703,CASS ST,GRAND AV,0,B,3,A,12,A,A,H
5461,56.49,FRIARS RD,SR-163 SB OFF RA,FRAZEE RD,Fair,20140825,1514,FRIARS RD,FRAZEE RD,0,A,3,A,09,A,A,H
5462,51,GARNET AV,CASS ST,DAWES ST,Fair,20140820,1644,GARNET AV,DAWES ST,0,B,4,A,03,A,A,H
5463,39,MARKET ST,59TH ST,IONA DR,Poor,20140822,2048,MARKET ST,IONA DR,0,A,4,A,04,C,A,H
5464,86.34,ARJONS DR,DOWDY DR,CABOT DR,Good,20140825,0750,ARJONS DR,DOWDY DR,0,A,3,A,12,A,A,H
5465,48.2,70TH ST,MOHAWK ST,SARANAC ST,Fair,20140825,0817,70TH ST,SARANAC ST,0,A,4,A,03,A,A,H
5466,22.03,BROADWAY,05TH AV,06TH AV,Poor,20140804,1340,BROADWAY,06TH AV,0,A,3,A,- ,A,A,H
5467,83.12,SKYLINE DR,MEADOWBROOK DR,GREENLAWN DR,Good,20140823,2028,SKYLINE DR,S MEADOWBROOK DR,0,A,3,A,12,C,A,H
5468,75.6,COPA DE ORO DR,RUTGERS RD,VIA CORONA,Good,20140817,1911,COPA DE ORO DR,RUTGERS RD,0,A,3,B,22,A,A,H
5469,32.14,CLAIREMONT DR,MERRIMAC AV,COLE ST,Poor,20140808,1220,CLAIREMONT DR,MERRIMAC AV,0,A,3,A,06,A,A,H
5470,54.95,MERCURY ST,ARMOUR ST,BALBOA AV,Fair,20140814,2300,MERCURY ST,BALBOA AV,0,A,4,D,00,C,A,H
5471,62.24,MIRALANI DR,ARJONS DR,CAM RUIZ,Fair,20140708,1236,MIRALANI DR,CAMINO RUIZ,0,A,1,A,03,A,A,H
5472,60.56,EL CAJON BL,50TH ST,ALTADENA AV,Fair,20140716,2032,EL CAJON BL,ALTADENA AV,0,B,1,A,11,C,A,H
5473,75.02,NIMITZ BL,SUNSET CLIFFS BL RA,SUNSET CLIFFS BL,Good,20140621,2500,NIMITZ BL,SUNSET CLIFFS BL,0,A,1,A,11,C,A,H
5474,57.88,EUCLID AV,CASTANA ST,GROVELAND DR,Fair,20140820,1528,EUCLID AV,CASTANA ST,0,-,4,-,- ,-,-,-
5475,43.99,W WASHINGTON ST,GOLDFINCH ST,HAWK ST,Fair,20140902,1125,WEST WASHINGTON ST,GOLDFINCH,0,A,3,A,12,A,A,H
5476,100,01ST AV,BEECH ST,CEDAR ST,Good,20140728,0815,01ST AV,CEDAR ST,0,A,4,A,08,A,A,H
5477,49.95,RAIL CT,E SAN YSIDRO BL,END,Fair,20140715,1318,RAIL CT,EAST SAN YSIDRO BL,0,A,4,A,03,A,A,H
5478,46.25,MT ALIFAN DR,MT AGUILAR DR,MT ABRAHAM AV,Fair,20140824,0901,MOUNT ALIFAN DR,MOUNT AGUILAR DR,0,A,3,A,03,A,A,H
5479,51,EAST MISSION BAY DR,PACIFIC HY,CLAIREMONT DR,Fair,20140821,1958,EAST MISSION BAY DR,CLAIREMONT DR,0,A,3,A,03,C,A,H
5480,51.66,CAPE MAY AV,CABLE ST,BACON ST,Fair,20140814,2141,CAPE MAY,CABLE ST,0,-,3,A,08,C,A,H
5481,69,COLLEGE AV,LINDO PASEO,AZTEC CR DR,Fair,20140822,0349,COLLEGE AV,LINDO PASEO,0,A,3,A,09,C,A,H
5482,76.85,SATURN BL,CANTAMAR RD,ELM AV,Good,20140819,1515,SATURN BL,ELM AV,0,A,4,A,10,A,A,H
5483,64.5,11TH AV,G ST,F ST,Fair,20140822,2038,11TH AV,F ST,0,A,4,A,11,C,A,H
5484,80.52,W HARBOR DR,MARKET PL,KETTNER BL,Good,20140820,2304,W HARBOR DR,MARKET PL,0,A,3,A,05,C,A,H
5485,42.48,NORTH HARBOR DR,N HARBOR DR RA,SCOTT ST,Fair,20140804,1437,NORTH HARBOR DR,HARBOR ISLAND DR,0,A,4,A,12,A,A,H
5486,45.8,MIRAMAR PL,MARINDUSTRY DR,END,Fair,20140817,1205,MIRAMAR PL,MARINDUSTRY DR,0,A,4,A,21,A,A,H
5487,30.72,DEL MAR HEIGHTS RD,SIGNATURE PT,CARMEL COUNTRY RD,Poor,20140827,1828,DEL MAR HEIGHTS RD,CARMEL COUNTRY RD,0,A,4,A,08,A,A,H
5488,38.21,F ST,PARK BL,13TH ST,Poor,20140831,1411,F ST,13TH ST,0,A,4,A,12,A,A,H
5489,27.58,ZION AV,BURGUNDY ST,SEAMAN ST,Poor,20140810,1722,ZION AV,BURGUNDY ST,0,A,0,A,08,A,A,H
5490,41.91,CONVOY ST,RAYTHEON RD,CLAIREMONT MESA BL,Fair,20140830,1350,CONVOY ST,RAYTHEON RD,0,A,4,A,09,A,A,H
5491,46.28,TIERRASANTA BL,ESPLENDENTE BL,LA CUENTA DR,Fair,20140829,0553,TIERRASANTA BL,LA CUENTA DR,0,A,4,A,12,A,A,H
5492,29.68,CLAIREMONT MESA BL,SHAWLINE ST,RUFFNER ST,Poor,20140830,1115,CLAIREMONT MESA BL,RUFFNER ST,0,A,3,A,09,A,A,C
5493,57.55,SCRIPPS POWAY PY,SCRIPPS HIGHLANDS DR,SCRIPPS SUMMIT DR,Fair,20140830,0559,SCRIPPS POWAY PKWY,SCRIPPS HIGHLAND DR,0,A,4,A,08,B,A,H
5494,66.95,CAM DEL RIO WEST,GAINES ST,ROSECRANS ST,Fair,20140829,0725,CAMINO DEL RIO S,TEXAS ST,0,A,4,A,10,A,A,H
5495,60.9,MISSION VILLAGE DR,IRVINGTON AV,FULLERTON AV,Fair,20140828,1434,MISSION VILLAGE DR,FULLERTON AV,0,A,4,A,09,A,A,H
5496,85.04,MISSION CENTER RD,CAM DE LA REINA,HAZARD CENTER DR,Good,20140827,1618,MISSION CENTER RD,CAMINO DEL RIO N,0,A,4,A,- ,A,A,H
5497,51.18,NAVAJO RD,BOULDER LAKE AV,BISBY LAKE AV,Fair,20140821,1125,NAVAJO RD,BOULDER LAKE AV,0,A,4,A,- ,A,A,H
5498,78.45,EUCLID AV,ELM ST,WESTOVER PL,Good,20140831,0111,EUCLID AV,ELM AV,0,A,3,A,03,C,A,H
5499,45.97,EUCLID AV,LYON ST,FEDERAL BL,Fair,20140829,1151,EUCLID AV,FEDERAL BL,0,A,4,A,09,A,A,H
5500,65.57,DATE ST,DATE PL,ALTADENA AV,Fair,20140828,1942,DATE ST,ALTA DENA DR,0,A,3,A,08,D,A,H
5501,69,POPLAR ST,DAHLIA ST,COLUMBINE ST,Fair,20140829,1600,POPLAR ST,DAHLIA AV,0,A,4,A,08,A,A,H
5502,63.81,POMERADO RD,OAKS NORTH DR,BODEGA RD,Fair,20140830,0850,POMERADO RD,BODEGA RD,0,A,3,A,09,A,A,H
5503,69.86,FRIARS RD,FENTON PY,NORTHSIDE DR,Fair,20140828,2052,FRIARS RD,NORTHSIDE DR,0,A,2,A,11,D,A,H
5504,79.39,41ST ST,POLK AV,ORANGE AV,Good,20140824,2100,41ST ST,POLK AV,0,A,4,A,21,C,A,H
5505,39,PICADOR BL,FOREST GLEN RD,DEL SOL BL,Poor,20140829,1340,PICADOR BL,DEL SOL BL,0,A,4,A,04,A,A,H
5506,57,REO DR,REO TR,TONAWANDA DR,Fair,20140827,0855,REO DR,TANAWANDA DR,0,A,3,A,12,A,A,H
5507,85.64,ELSA RD,CRAWFORD ST,MOHLER ST,Good,20140902,1228,ELSA RD,CRAWFORD ST,0,A,4,A,03,A,A,H
5508,45.8,MORLEY FIELD DR,PARK BL,FLORIDA DR,Fair,20140901,0915,MORLEY FIELD DR,PARK BL,0,B,3,A,- ,A,A,H
5509,64.46,COLLWOOD BL,COLLWOOD WY,MONTEZUMA RD,Fair,20140727,0425,COLLWOOD BL,4500 COLLWOOD BL,0,A,3,A,08,D,A,H
5510,100,TOCAYO AV,HOLLISTER ST,ORO VISTA RD,Good,20140723,0931,YOCAYO AV,ORO VISTA RD,0,A,4,A,09,A,A,H
5511,43.13,GRAND AV,BAYARD ST,CASS ST,Fair,20140626,2254,GRAND AV,CASS ST,0,A,4,A,09,C,A,H
5512,53.84,CARMEL MTN RD,GERANA ST,PENASQUITOS DR,Fair,20140602,1741,CARMEL MOUNTAIN RD,PENASQUITOS DR,0,A,4,A,03,A,A,H
5513,35.44,MARLBOROUGH AV,WIGHTMAN ST,UNIVERSITY AV,Poor,20140826,1915,MARLBOROUGH,UNIVERSITY,0,A,4,-,- ,B,A,H
5514,56.25,FAIRMOUNT AV,CAM DEL RIO SOUTH,MONTEZUMA WB OFF RA,Fair,20140827,0430,FAIRMONT AV,MONTEZUMA BR,0,A,4,A,08,C,A,H
5515,52.35,GRAND AV,INGRAHAM ST,JEWELL ST,Fair,20140827,1204,GRAND AV,INGRAHAM ST,0,A,4,A,12,A,A,H
5516,64.26,KRENNING ST,51ST ST,COLLURA ST,Fair,20140826,0721,KRENNING ST,54TH ST,0,A,4,A,08,A,A,H
5517,40.49,W A ST,01ST AV,FRONT ST,Fair,20140826,1329,W A ST,01ST AV,0,A,3,A,10,A,A,H
5518,50.47,11TH AV,J ST,ISLAND AV,Fair,20140827,0900,11TH AV,J ST,0,A,4,D,00,A,A,H
5519,52.35,GRAND AV,INGRAHAM ST,JEWELL ST,Fair,20140828,0854,GRAND AV,INGRAHAM,0,A,4,A,08,A,A,H
5520,69,MERCY RD,BRANICOLE LN,KIKA CT,Fair,20140827,0956,MERCY RD,KIKA CT,0,A,4,A,12,A,A,H
5521,41.48,ROSECRANS ST,NIMITZ BL,MACAULAY ST,Fair,20140828,1900,ROSECRANS ST,NIMITZ BL,0,A,4,A,04,A,A,H
5522,60.56,EL CAJON BL,50TH ST,ALTADENA AV,Fair,20140822,0017,EL CAJON BL,55TH ST,0,A,2,A,03,D,A,H
5523,65,ASH ST,09TH AV,10TH AV,Fair,20140819,0930,ASH ST,05TH AV,0,A,4,D,00,A,A,H
5524,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20140830,1540,MIRAMAR RD,CAMINO RUIZ,0,A,4,A,09,A,A,H
5525,51,LA JOLLA VILLAGE DR,LEBON DR,REGENTS RD,Fair,20140829,1100,LA JOLLA VILLAGE DR,LEBON DR,0,A,4,A,03,A,A,H
5526,53.84,CARMEL MTN RD,GERANA ST,PENASQUITOS DR,Fair,20140828,0943,CARMEL MOUNTAIN RD,PENASQUITOS DR,0,A,4,A,12,A,A,H
5527,32.85,ROSECRANS ST,HANCOCK ST,MOORE ST,Poor,20140826,1210,ROSECRANS ST,MOORE ST,0,A,3,A,08,A,A,A
5528,29.68,CLAIREMONT MESA BL,SHAWLINE ST,RUFFNER ST,Poor,20140826,1815,CLAIREMONT MESA BL,SHAWLINE ST,0,A,3,A,03,A,A,H
5529,31.17,W A ST,STATE ST,COLUMBIA ST,Poor,20140827,1053,W A ST,STATE ST,0,A,4,A,12,A,A,H
5530,42,AERO DR,RUFFIN RD,WEST CANYON AV,Fair,20140827,2055,AERO DR,RUFFIN RD,0,A,4,A,04,C,A,H
5531,69,PERSHING DR,26TH ST RD,REDWOOD ST,Fair,20140828,0238,PERSHING DR,26TH ST,0,A,4,A,03,C,A,H
5532,26.34,TORREY PINES RD,PARK RW,EXCHANGE PL,Poor,20140827,1410,TORREY PINES PARK RD,EXCHANGE PL,0,A,4,A,03,A,A,H
5533,57.66,PEARL ST,OLIVETAS AV,LA JOLLA BL,Fair,20140901,1053,PEARL ST,OLIVETAS AV,0,A,4,A,09,A,A,H
5534,84.31,TOWNE CENTRE DR,GOLDEN HAVEN DR,LA JOLLA VILLAGE DR,Good,20140902,1014,TOWNE CENTRE DR,GOLDEN HAVN DR,0,A,4,A,03,A,A,H
5535,31.92,INGRAHAM ST,FORTUNA AV,PACIFIC BEACH DR,Poor,20140902,0912,INGRAHAM ST,PACIFIC BEACH DR,0,A,3,A,12,A,A,H
5536,48.42,BALBOA AV,BALBOA WY,GENESEE AV,Fair,20140902,0844,BALBOA AV,GENESEE AV,0,A,4,A,03,A,A,H
5537,50.24,UNIVERSITY AV,TEXAS ST,ARIZONA ST,Fair,20140901,1720,UNIVERSITY AV,TEXAS ST,0,A,4,A,04,A,A,H
5538,43.86,FAIRMOUNT AV OFF RA,FAIRMOUNT AV,END,Fair,20140906,0554,FAIRMOUNT AV,3600 FAIRMOUNT AV,0,A,4,A,08,C,A,H
5539,87.81,TIERRASANTA BL,DUCOS PL,RUEDA DR,Good,20140908,0049,TIERRASANTA BL,RUEDA,0,B,3,A,08,C,A,H
5540,51,LAKE MURRAY BL,JACKSON DR,LAKE ADLON DR,Fair,20140907,1930,LAKE MURRAY BL,JACKSON DR,0,A,4,A,13,B,A,H
5541,82.45,HIGHWOOD DR,MEWALL DR,GROSSMONT COLLEGE DR,Good,20140905,1750,HIGHWOOD DR,GROSSMONT COLLEGE DR,0,A,4,A,17,A,A,H
5542,24.13,EVERTS ST,GARNET AV,FELSPAR ST,Poor,20140907,0147,EVERTS ST,GARNET AV,0,A,4,A,03,C,A,H
5543,18.18,25TH ST,BROADWAY,C ST,Poor,20140901,1925,25TH ST,BROADWAY,0,A,4,A,08,B,A,H
5544,56.48,TOOMA ST,CASEY ST,LADLEHILL DR,Fair,20140903,1816,TOOMA ST,LADLEHILL DR,0,A,4,A,10,A,A,H
5545,81.38,CASS ST,OPAL ST,TOURMALINE ST,Good,20140905,1108,CASS ST,TOURMALINE,0,A,3,A,08,-,A,H
5546,36.01,S 47TH ST,47TH ST,FRANKLIN AV,Poor,20140903,0013,SOUTH 47TH ST,FRANKLIN AV,0,B,4,A,08,C,A,H
5547,57,BERNARDO CENTER DR,CAM DEL NORTE,MATURIN DR,Fair,20140906,1735,BERNARDO CENTER DR,CAMINO DEL NORTE,0,A,4,A,12,A,A,H
5548,64.53,FAIRMOUNT AV,ALVARADO CANYON RD,CAM DEL RIO NORTH,Fair,20140902,1307,FAIRMOUNT AV,CAMINO DEL RIO N,0,A,4,A,03,A,A,H
5549,39,S 43RD ST,KEELER AV,KEELER AV,Poor,20140904,1504,SOUTH 43RD ST,KEELER ST,0,A,4,A,08,A,A,H
5550,100,PASEO DEL VERANO,CALLE CORTITA,PLAZA DE LA ROSA,Good,20140903,1548,PASEO DEL VERANO,CALLE CORTITA,0,A,3,A,08,A,A,H
5551,64.37,MIRAMAR RD,MIRAMAR PL,CAM SANTA FE,Fair,20140904,1054,MIRAMAR RD,MIRAMAR PL,0,A,4,A,04,A,A,H
5552,69,BALBOA AV,GENESEE AV,MT ABERNATHY AV,Fair,20140906,1315,BALBOA AV,MOUNT ALBERTINE AV,0,A,4,A,- ,A,A,H
5553,41.04,MISSION BL,DIAMOND ST,MISSOURI ST,Fair,20140903,1833,MISSION BL,DIAMOND ST,0,B,3,A,09,A,A,H
5554,75.02,NIMITZ BL,SUNSET CLIFFS BL RA,SUNSET CLIFFS BL,Good,20140905,2130,NIMITZ BL,SUNSET CLIFFS BL,0,A,3,A,12,C,A,H
5555,23.2,TAIT ST,BURTON ST,COOLIDGE ST,Poor,20140904,2111,TAUSSIG ST,GURNARD ST,0,A,3,A,03,C,A,H
5556,37.81,WEST POINT LOMA BL,RUE D ORLEANS,FAMOSA BL,Poor,20140906,1722,WEST POINT LOMA BL,FAMOSA BL,0,A,4,A,08,A,A,H
5557,44.88,WEST MISSION BAY DR,MISSION BL,BAYSIDE LN,Fair,20140703,0916,WEST MISSION BAY DR,MISSION BL,0,A,3,A,05,A,A,H
5558,39,BEYER BL,PRECISION PARK LN,DEL SUR BL,Poor,20140826,1500,BEYER BL,DEL SUR BL,S,A,0,A,08,A,A,H
5559,50.98,BLACK MTN RD,LETHBRIDGE WY,STARGAZE AV,Fair,20140831,1943,BLACK MOUNTAIN RD,STARGAZE  AV,0,A,3,A,- ,C,A,H
5560,100,CARMEL VALLEY RD,BLACK MTN RD,WINECREEK RD,Good,20140531,1400,CARMEL VALLEY RD,BLACK MOUNTAIN PKWY,0,A,3,A,03,A,A,H
5561,39.58,AKINS AV,65TH ST,66TH ST,Poor,20140623,0634,AKINS AV,65TH ST,0,B,4,D,00,A,A,H
5562,46,BLACK MTN RD,ACTIVITY RD,CARROLL CENTRE RD,Fair,20140903,1620,BLACK MOUNTAIN RD,ACTIVITY RD,0,A,4,A,09,A,A,H
5563,48.58,GENESEE AV,MARLESTA DR,BOYD AV,Fair,20140903,1200,GENESEE AV,MARLESTA DR,0,A,3,A,08,A,A,H
5564,51,ASHFORD ST,MESA COLLEGE DR,ASHFORD CT,Fair,20140831,1220,ASHFORD ST,MESA COLLEGE DR,0,-,3,A,09,A,A,-
5565,33.53,30TH ST,UNIVERSITY AV,LINCOLN AV,Poor,20140906,0043,30TH ST,UNIVERSITY AV,0,A,3,A,11,C,A,H
5566,39,FLOWER MEADOW DR,ANDASOL ST,END,Poor,20140906,2327,FLOWER MEADOW DR,ANDASOL ST,0,A,3,A,08,C,A,H
5567,64.37,MIRAMAR RD,MIRAMAR PL,CAM SANTA FE,Fair,20140906,0233,MIRAMAR RD,MIRAMAR RD 9800,0,A,4,A,08,C,A,H
5568,85.56,WESTBURY AV,MERRINGTON PL,REAGAN RD,Good,20140411,1817,WESTBURY AV,REAGAN RD,0,A,3,A,08,A,A,H
5569,31.47,NAUTILUS ST,AVNDA LA REINA,AVNDA MANANA,Poor,20140821,0939,NAUTILUS ST,AVNIDA MANANA,0,A,3,A,03,A,A,H
5570,54.73,ZION AV,RIVERDALE ST,MISSION GORGE RD,Fair,20140909,1830,ZION AV,RIVERDALE ST,0,A,4,A,08,A,A,H
5571,49.34,MIRAMAR RD,EMPIRE ST,DOWDY DR,Fair,20140910,0110,MIRAMAR RD,DOWDY DR,0,A,4,A,12,C,A,H
5572,57,UNIVERSITY AV,FLORIDA ST,ALABAMA ST,Fair,20140907,2055,UNIVERSITY AV,FLORIDA ST,0,A,4,A,04,C,A,H
5573,86.92,SIEMPRE VIVA RD,PASEO DE LAS AMERICA,MICHAEL FARADAY DR,Good,20140908,1235,SIEMPRE VIVA RD,MICHAEL FARADAY DR,0,A,4,A,07,A,A,H
5574,56.25,FAIRMOUNT AV,CAM DEL RIO SOUTH,MONTEZUMA WB OFF RA,Fair,20140905,0640,FAIRMOUNT AV,MONTEZUMA RD,0,B,3,A,08,B,A,H
