,oci,street,street_from,street_to,oci_desc,COLLISION_DATE,COLLISION_TIME,PRIMARY_RD,SECONDARY_RD,CHP_BEAT_TYPE,WEATHER_1,COLLISION_SEVERITY,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,LIGHTING,ROAD_SURFACE,ROAD_COND_1
173,84.57,MORENA BL,TAYLOR ST,FRIARS RD,Good,20110121,1813,MORENA BL,TAYLOR ST,0,A,4,A,10,C,A,H
174,57,FIR ST,03RD AV,04TH AV,Fair,20110121,1945,FIR ST,04TH AV,0,A,3,A,12,C,A,H
175,26.47,W BEECH ST,01ST AV,FRONT ST,Poor,20110122,1327,W BEECH,01ST AV,0,A,4,A,09,A,A,H
176,45.67,EL CAJON BL,MENLO AV,47TH ST,Fair,20110122,0711,EL CAJON BL,MENLO AV,0,A,4,A,04,A,A,H
177,69,OCEAN VIEW HILLS PY,LIGHTHOUSE VIEW PL,STARFISH WY,Fair,20110121,1938,OCEAN VIEW HILLS PKWY,STARFISH WY,0,A,4,A,12,C,A,H
178,53.24,RHOADES RD,RHOADES CT,DISSINGER AV,Fair,20110123,2341,RHOADES RD,DISSINGER AV,0,A,4,A,08,C,A,H
179,39,AUTO CR,CAM DEL RIO SOUTH,CAM DEL RIO NORTH,Poor,20110122,1745,AUTO CIR,CAMINO DEL RIO S,0,A,3,A,21,C,A,H
180,72.11,LANDIS ST,31ST ST,HERMAN AV,Good,20110116,1904,LANDIS ST,HERMAN AV,0,A,2,A,03,C,A,G
181,59.52,FAIRMOUNT AV,43RD ST,THORN ST,Fair,20110118,1902,FAIRMOUNT AV,THORN ST,0,A,4,A,10,C,A,H
182,59.75,MERCURY ST,RONSON RD,RAYTHEON RD,Fair,20110120,1338,MERCURY ST,RONSON RD,0,A,4,A,09,A,A,H
183,39,FELSPAR ST,LAMONT ST,MORRELL ST,Poor,20110120,0738,FELSPAR ST,LAMONT,0,A,4,A,08,A,A,H
184,33.99,ROSECRANS ST,HUGO ST,INGELOW ST,Poor,20110114,1843,ROSECRANS ST,HUGO ST,0,A,4,A,04,C,A,H
185,61.1,ORO VISTA RD,GROVE AV,IRIS AV,Fair,20110118,1801,ORO VISTA RD,IRIS AV,0,A,4,A,08,C,A,H
186,53.84,CARMEL MTN RD,GERANA ST,PENASQUITOS DR,Fair,20110116,1435,CARMEL MOUNTAIN RD,PENASQUITOS DR,0,A,4,D,00,A,A,H
187,46.14,BLACK MTN RD,MAYA LINDA RD,CARROLL CANYON RD,Fair,20110120,1209,BLACK MOUNTAIN RD,CARROLL CANYON RD,0,A,4,A,08,A,A,H
188,51,MIRA MESA BL,FLANDERS DR,VIPER WY,Fair,20110119,1112,MIRA MESA BL,FLANDERS DR,0,A,4,A,03,A,A,H
189,51,MERCY RD,KIKA CT,ALEMANIA RD,Fair,20110120,0744,MERCY RD,ALEMANIA,0,A,4,A,- ,A,A,H
190,51,LA JOLLA VILLAGE DR,COSTA VERDE BL,GENESEE AV,Fair,20110120,1131,LA JOLLA VILLAGE DR,GENESEE AV,0,A,4,A,21,A,A,H
191,39.73,MISSION BL,GARNET AV,FELSPAR ST,Poor,20110121,0150,MISSION BL,GARNET AV,0,A,4,A,03,C,A,H
192,51,POBLADO RD,WEAVING LN,HARVEST DANCE WY,Fair,20110120,0720,POBLADO RD,HARVEST DANCE WY,0,A,3,A,- ,A,A,H
193,69,POMERADO RD,STONEBRIDGE PY,LEGACY RD,Fair,20110121,1604,POMERADO RD,STONEBRIDGE PKWY,0,A,3,A,12,A,A,H
194,39.89,PALMILLA DR,PORTE DE PALMAS,ARRIBA ST,Poor,20110128,1838,PALMILLA DR,ARRIBA ST,0,A,4,A,09,C,A,H
195,65.34,TORREY PINES RD,LA JOLLA PY,ARDATH LN,Fair,20110127,1017,TORREY PINES ROAD,2400 LA JOLLA PARKWAY,0,A,4,A,08,A,A,H
196,50.74,HAINES ST,GRAND AV,HORNBLEND ST,Fair,20110127,1500,HAINES ST,GRAND AV,0,A,3,A,03,A,A,H
197,35.97,SPORTS ARENA BL,CAM DEL RIO WEST,KEMPER ST,Poor,20110124,1017,SPORTS ARENA BL,KEMPER ST,0,A,4,A,12,A,A,H
198,56.49,FRIARS RD,SR-163 SB OFF RA,FRAZEE RD,Fair,20110126,1930,FRIARS RD,FRAZEE RD,0,A,4,A,08,C,A,H
199,39.64,CLEVELAND AV,VERMONT ST,RICHMOND ST,Poor,20110127,1715,CLEVELAND AV,VERMONT ST,0,A,4,D,00,C,A,H
200,60.48,KEARNY MESA RD,OTHELLO AV,ARMOUR ST,Fair,20110126,1412,KEARNEY MESA RD,ARMOUR ST,0,A,3,A,09,A,A,H
201,77.12,VESTA ST,DALBERGIA ST,MAIN ST,Good,20110126,2016,VESTA ST,MAIN ST,0,A,3,A,10,C,A,H
202,39,GARNET AV,PICO ST,BOND ST,Poor,20110126,0853,GARNET AV,BOND ST,0,A,3,A,03,A,A,H
203,100,BORDER VILLAGE RD,BOLTON HALL RD,VIRGINIA (SB) AV,Good,20110127,1559,BORDER VILLAGE RD,BOLTON HALL RD,0,A,3,A,09,A,A,H
204,52.98,CONVOY CT,SHAWLINE ST,RUFFNER ST,Fair,20110114,0955,CONVOY CT,SHAWLINE ST,0,A,4,A,08,A,A,H
205,33.21,03RD AV,J ST,ISLAND AV,Poor,20110112,1930,03RD AV,ISLAND AV,0,A,4,A,10,C,A,H
206,24.96,SAN VICENTE ST,ASHMORE LN,BRAUN AV,Poor,20110107,0717,SAN VICENTE ST,ASHMORE LN,0,A,3,A,21,A,A,H
207,55,MISSION BAY DR,GRAND AV,GLENDORA ST,Fair,20110112,1625,MISSION BAY,GRAND,0,A,3,A,- ,A,A,H
208,100,MISSION BL,SAN GABRIEL PL,DEVON CT,Good,20110106,1350,MISSION BL,SAN GABRIEL PL,0,A,3,A,17,A,A,H
209,48.96,AERO DR,MURPHY CANYON RD,SANTO RD,Fair,20110113,1720,AERO DR,AFTON RD,0,A,4,A,03,C,A,H
210,37.64,W SAN YSIDRO BL,E SAN YSIDRO BL,VIA DE SAN YSIDRO,Poor,20110118,0751,WEST SAN YSIDRO BL,800 W SAN YSIDRO BL,0,A,4,A,03,A,A,H
211,39,MERCURY ST,CLAIREMONT MESA BL,MERCURY CT,Poor,20110118,1721,MERCURY ST,4600 MERCURY ST,0,A,4,A,09,B,A,H
212,62.14,ADAMS AV,KANSAS ST,30TH ST,Fair,20110117,2001,ADAMS AV,30TH ST,0,A,4,A,10,C,A,H
213,51,MIRA MESA BL,FLANDERS DR,VIPER WY,Fair,20110117,1015,MIRA MESA BL,VIPER WY,0,A,3,A,08,A,A,H
214,52.22,S MEADOWBROOK DR,BROOKHAVEN RD,BROOKMEADOW PL,Fair,20110118,1435,S MEADOWBROOK DR,BROOKMEADOW PL,0,A,4,A,03,A,A,H
215,42.5,DIVISION ST,S 58TH ST,S VALENCIA PY,Fair,20110111,1640,DIVISION ST,S 58T ST,0,A,4,A,03,B,A,H
216,68.47,CREEKVIEW DR,SABRE SPRINGS PY,POWAY RD,Fair,20110115,1946,CREEKVIEW DR,SABRE SPRINGS PKWY,0,A,3,A,03,C,A,H
217,83.29,BERNARDO CENTER DR,BERNARDO PLAZA CT,RANCHO BERNARDO RD,Good,20110115,1843,BERNARDO CENTER DR,BERNARDO PLAZA DR,0,A,4,A,03,B,A,H
218,43.66,UNIVERSITY AV,SHILOH RD,54TH ST,Fair,20110118,1810,UNIVERSITY AV,54TH ST,0,A,4,A,04,C,A,H
219,42.41,MORENA BL,BAKER ST,TICONDEROGA ST,Fair,20110117,1949,MORENA BL,TICONDEROGA ST,0,A,3,A,08,C,A,H
220,69,BALBOA AV,MT RIAS PL,CANNINGTON DR,Fair,20110203,1459,BALBOA AV,CANNINGTON DR,0,A,4,A,07,A,A,H
221,26.93,DOROTHY DR,ROCKFORD DR,63RD ST,Poor,20110203,1356,DOROTHY DR,ROCKFORD DR,0,A,3,A,08,A,A,H
222,61.81,FLANDERS DR,AHERN CT,CAM RUIZ,Fair,20110202,0944,FLANDERS DR,CAMINO RUIZ,0,A,4,A,03,A,A,H
223,41.79,UNIVERSITY AV,CHOLLAS PY,58TH ST,Fair,20110204,1938,UNIVERSITY AV,58TH ST,0,A,4,A,12,C,A,H
224,17.85,30TH ST,CEDAR ST,DATE ST,Poor,20110203,1300,30TH ST,CEDAR ST,0,A,4,A,09,A,A,H
225,64.82,W LAUREL ST,PACIFIC HY,END,Fair,20110203,1730,WEST LAUREL ST,PACIFIC HY,0,A,4,A,08,C,A,H
226,85.14,SWIFT AV,UNIVERSITY AV,POLK AV,Good,20110201,1640,SWIFT,UNIVERSITY,0,A,4,A,03,A,A,H
227,82.61,SAN MARCOS AV,KALMIA ST,LAUREL ST,Good,20110203,0750,SAN MARCOS  AV,LAUREL ST,0,A,4,A,09,A,A,H
228,77.91,ILLINOIS ST,LINCOLN AV,POLK AV,Good,20110203,0750,ILLINOIS AV,POLK AV,0,A,3,A,10,A,A,H
229,54.95,MERCURY ST,ARMOUR ST,BALBOA AV,Fair,20110131,1114,MERCURY ST,BALBOA AV,0,A,4,A,09,A,A,H
230,81.59,ORANGE AV,CHAMOUNE AV,46TH ST,Good,20110131,0600,ORANGE,46TH ST,0,A,4,A,09,A,A,H
231,82.22,CHATSWORTH BL,POINSETTIA DR,VOLTAIRE ST,Good,20110104,1816,CHATSWORTH BL,VOLTAIRE ST,0,-,3,A,09,C,A,H
232,83.29,BERNARDO CENTER DR,BERNARDO PLAZA CT,RANCHO BERNARDO RD,Good,20110309,1415,BERNARDO CENTER DR,BERNARDO PLAZA CT,0,A,3,A,03,A,A,H
233,87.13,MAIN ST,UNA ST,VESTA ST,Good,20110212,2135,MAIN ST,UNA ST,0,B,3,A,11,C,A,H
234,85.21,30TH ST,KALMIA ST,LAUREL ST,Good,20110131,1400,30TH ST,LAUREL ST,0,A,4,A,17,A,A,H
235,52.31,05TH AV,PALM ST,QUINCE ST,Fair,20110210,1153,05TH AV,QUINCE ST,0,A,4,A,11,A,A,H
236,57.37,COLLEGE GROVE WY,COLLEGE GROVE DR,SR-94 RA,Fair,20110210,0805,COLLEGE GROVE WY,COLLEGE GROVE DR,0,A,4,-,- ,A,A,H
237,82.59,04TH AV,ELM ST,FIR ST,Good,20110209,1422,04TH AV,FIR ST,0,A,4,A,09,A,A,H
238,31.2,S 47TH ST,OCEAN VIEW BL,T ST,Poor,20110208,2010,47TH ST,04TH ST,0,A,4,-,- ,C,A,H
239,53.8,WASHINGTON ST,MORROW WY,CLEVELAND AV,Fair,20110206,1914,WASHINGTON ST,CLEAVLAND ST,0,A,4,-,- ,C,A,H
240,43.2,ROSECRANS ST,MIDWAY DR,ROSECRANS (FTG) ST,Fair,20110207,1447,ROSECRANS ST,MIDWAY,0,A,4,A,04,A,A,H
241,48.58,GENESEE AV,MARLESTA DR,BOYD AV,Fair,20110209,0832,GENESEE AV,MARLESTA DR,0,A,3,A,08,A,A,H
242,51,MIRA MESA BL,GENETIC CENTER DR,FLANDERS DR,Fair,20110209,0906,MIRA MESA BL,GENETIC CENTER RD,0,A,3,-,- ,A,A,H
243,43.2,ROSECRANS ST,MIDWAY DR,ROSECRANS (FTG) ST,Fair,20110209,1358,ROSECRANS ST,MIDWAY DR,0,A,3,A,03,A,A,H
244,54.21,CLAIREMONT MESA BL,MERCURY ST,KEARNY MESA RD,Fair,20110209,0837,CLAIREMONT MESA BL,KEARNY MESA RD,0,A,4,A,12,A,A,H
245,64.37,MIRAMAR RD,MIRAMAR PL,CAM SANTA FE,Fair,20110210,0800,MIRAMAR RD,MIRAMAR RD 7000,0,A,4,A,09,A,A,H
246,51,DEL MAR HEIGHTS RD,HIGH BLUFF DR,DEL MAR HEIGHTS PL,Fair,20110210,1430,DEL MAR HEIGHTS RD,HIGH BLUFF DR,0,A,4,A,03,A,A,H
247,81.86,MONTALVO ST,CLOVIS ST,WEST POINT LOMA BL,Good,20110207,2035,MONTALVO ST,WEST POINT LOMA BL,0,A,4,A,09,C,A,H
248,61.03,POMERADO RD,WILLOW CREEK,SCRIPPS RANCH BL,Fair,20110208,1630,POMERADO RD,WILLOW CREEK DR,0,A,4,A,03,A,A,H
249,44.88,WEST MISSION BAY DR,MISSION BL,BAYSIDE LN,Fair,20110212,0310,WEST MISSION BAY,BAYSIDE LN,0,A,4,A,09,C,A,H
250,44.55,MISSION BAY DR,GLENDORA ST,BUNKER HILL ST,Fair,20110211,1816,MISSION BAY DR,BUNKER HILL,0,A,4,A,03,C,A,H
251,69.59,NORTH HARBOR DR,W LAUREL ST,W LAUREL ST,Fair,20110224,1510,NORTH HARBOR DR,WEST LAUREL ST,0,A,2,A,08,A,A,H
252,72.82,ROYAL ISLAND WY,ISLAND BREEZE LN,BLACK CORAL WY,Good,20110308,0747,ROYAL ISLAND WY,BLACK CORAL WY,S,A,0,A,08,A,A,H
253,52.35,GRAND AV,INGRAHAM ST,JEWELL ST,Fair,20110315,1521,GRAND AV,JEWELL ST,0,A,3,A,08,A,A,H
254,72.98,UNIVERSITY AV,RAY ST,OHIO ST,Good,20110311,1539,UNIVERSITY AV,RAY ST,0,A,4,A,03,A,A,H
255,51,GARNET AV,EVERTS ST,FANUEL ST,Fair,20110315,0905,GARNET AV,EVERTS ST,0,A,3,A,08,A,A,H
256,48.4,MIDWAY DR,GAINES ST,RILEY ST,Fair,20110214,1514,MIDWAY DR,RILEY ST,0,A,4,A,03,A,A,H
257,83.09,NATIONAL AV,S 31ST ST,S 32ND ST,Good,20110215,1508,NATIONAL AV,S 31ND ST,0,A,4,A,04,A,A,H
258,87.81,TIERRASANTA BL,DUCOS PL,RUEDA DR,Good,20110214,0604,TIERRA SANTA BL,RUEDA DR,0,B,4,A,11,D,A,H
259,35.27,LAMONT ST,HORNBLEND ST,GARNET AV,Poor,20110215,0810,LAMONT ST,GARNET,0,B,4,A,09,A,A,H
260,100,KEARNY VILLA RD,CLAIREMONT MESA BL,TOPAZ WY,Good,20110211,1345,KERANY VILLA RD,CLAIREMONT MESA BL,0,A,3,A,09,A,A,H
261,100,HUDSON DR,CLIMAX CT,MULVANEY DR,Good,20110212,2024,HUDSON DR,8600 MULVANEY DR,0,A,0,A,08,C,A,H
262,41.27,INDIA ST,W SPRUCE ST,SASSAFRAS ST,Fair,20110214,1355,INDIA ST,W SPRUCE ST,0,A,3,A,09,A,A,H
263,51,LA JOLLA VILLAGE DR,TOWNE CENTRE DR,MIRAMAR RD,Fair,20110216,1842,LA JOLLA VILLAGE DR 4600,TOWNE CENTRE DR,0,B,4,A,03,D,B,H
264,87.54,LINDA VISTA RD,FULTON ST,LEVANT ST,Good,20110216,0834,LINDA VISTA RD,FULTON ST,0,B,4,A,03,A,B,H
265,41.47,IMPERIAL AV,45TH ST,WEST ST,Fair,20110216,1637,IMPERIAL AV,WEST ST,0,B,4,A,09,A,B,H
266,58.58,VISTA SORRENTO PY,SORRENTO VALLEY BL,CALLE MAR DE MARIPOS,Fair,20110318,1732,VISTA SORRENTO PKWY,SORRENTO VALLEY BL,0,A,4,A,03,A,A,H
267,11.86,BROADWAY,10TH AV,11TH AV,Poor,20110309,1223,BROADWAY,10TH AV,0,A,4,A,04,A,A,H
268,43.66,UNIVERSITY AV,SHILOH RD,54TH ST,Fair,20110317,1600,UNIVERSITY AV,54TH ST,0,B,2,A,11,A,A,H
269,69,MISSION GORGE RD,JACKSON DR,ECHO DELL RD,Fair,20110225,0218,MISSION GORGE RD,JACKSON DR,0,B,3,A,03,C,A,H
270,59,08TH AV,UNIVERSITY AV,SR-163 SB OFF RA,Fair,20110223,1005,08TH AV,UNIVERSITY AV,0,B,3,A,10,A,A,H
271,69,SPRING CANYON RD,SCRIPPS RANCH BL,SCRIPPS CREEK DR,Fair,20110222,1651,SPRING CANYON RD,SCRIPPS RANCH BL,0,A,3,A,03,B,A,-
272,100,CECELIA TR,GARFIELD RD,MILTON ST,Good,20110224,1257,CECELIA TER,MILTON ST,0,A,3,A,21,A,A,H
273,48.18,CAM RUIZ,JADE COAST RD,GOLD COAST DR,Fair,20110225,1629,CAMINO RUIZ,GOLD COAST DR,0,B,4,A,12,A,A,H
274,21.89,35TH ST,MEADE AV,MONROE AV,Poor,20110223,1905,35TH ST,MONROE AV,0,B,4,D,00,C,A,H
275,40.66,ANTIEM ST,BATISTA ST,ARMSTRONG ST,Fair,20110225,0927,ANTIEM ST,BATISTA ST,0,B,3,A,08,A,A,H
276,50.75,BAYVIEW HEIGHTS PL,BEGIN,BAYVIEW HEIGHTS DR,Fair,20110222,0636,BAYVIEW HEIGHTS PL,BAYVIEW HEIGHTS DR,0,A,4,A,11,A,A,H
277,35.77,VENTURA PL,STRANDWAY,MISSION BL,Poor,20110224,2255,VENTURA PL,MISSION BL,0,A,4,-,- ,C,A,H
278,45.87,EL CAJON BL,TEXAS ST,ARIZONA ST,Fair,20110216,1941,EL CAJON BL,TEXAS ST,0,C,3,A,12,C,B,H
279,81.52,PASEO MONTANOSO,CTE RAPOSO,CAM DEL NORTE,Good,20110317,0730,PASEO MONTANOSO,CAMINO DEL NORTE,S,B,0,-,- ,A,A,H
280,83.36,MEADE AV,35TH ST,WILSON AV,Good,20110214,1843,MEADE AV,35TH ST,0,A,4,A,03,C,A,H
281,51.44,MIRAMAR RD,BLACK MTN RD,KEARNY VILLA RD,Fair,20110217,1915,MIRAMAR RD,BLACK MOUNTAIN RD,0,A,3,A,09,C,A,H
282,84.5,RANCHO MISSION RD,SAN DIEGO STADIUM,WARD RD,Good,20110216,1753,RANCHO MISSION RD,WARD,0,C,4,-,- ,C,B,H
283,46.41,BALBOA AV,GRAND AV,MORRELL ST,Fair,20110218,2305,BALBOA AV,MORRELL ST,0,C,4,A,09,C,B,H
284,85.29,LINDA VISTA RD,COMSTOCK ST,ULRIC ST,Good,20110218,2013,LINDA VISTA RD,COMSTOCK ST,0,C,3,A,09,C,B,H
285,59.55,30TH ST,MADISON AV,ADAMS AV,Fair,20110218,2345,30TH ST,ADAMS AV,0,C,3,A,10,C,B,H
286,31.61,W LAUREL ST,BRANT ST,CURLEW ST,Poor,20110217,0034,W LAUREL,BRANT,0,B,4,A,03,C,A,H
287,31.2,S 47TH ST,OCEAN VIEW BL,T ST,Poor,20110217,0708,SOUTH 47TH ST,OCEAN VIEW BL,0,B,4,A,08,A,D,H
288,49.45,POMERADO CT,POMERADO WY,MONTURA DR,Fair,20110218,1134,POMERADO,POMERADO 11400,0,A,4,A,12,A,A,H
289,44.83,EL CAJON BL,42ND ST,COPELAND AV,Fair,20110220,2045,EL CAJON BL,COPELAND AV,0,A,4,A,09,C,A,H
290,60.44,MIRA MESA BL,RICKERT RD,BLACK MTN RD,Fair,20110220,1145,MIRA MESA BL,RICKEI-RD,0,B,4,A,04,A,A,H
291,80.57,KALMIA ST,29TH ST,30TH ST,Good,20110217,1341,A ST,10TH ST,0,A,4,A,03,A,A,H
292,100,FAIRMOUNT AV,OLIVE ST,QUINCE ST,Good,20110217,0600,FAIRMONT AV,OLIVE AV,0,A,4,A,12,B,B,H
293,55.69,BROADWAY,14TH ST,15TH ST,Fair,20110210,1847,BROADWAY,15TH ST,0,A,0,A,08,C,A,H
294,100,MISSION BL,SAN GABRIEL PL,DEVON CT,Good,20110211,2253,MISSION BL,SAN GABRIEL PL,0,A,4,A,03,C,A,H
295,57.05,CLAIREMONT MESA BL,KEARNY VILLA RD,COMPLEX DR,Fair,20110217,1322,CLAIREMONT MESA BL,KEARNY VILLA RD,0,B,4,A,12,A,A,H
296,45.26,UNIVERSITY AV,05TH AV,06TH AV,Fair,20110220,0113,UNIVERSITY AV,06TH AV,0,C,3,A,12,C,B,H
297,38.89,F ST,04TH AV,05TH AV,Poor,20110216,1656,F ST,04TH AV,0,C,0,A,12,A,B,H
298,100,NAUTILUS ST,VIA ESTRADA,AVNDA ANDORRA,Good,20110216,1220,NAUTILUS ST,VIA ESTRADA,0,A,3,A,09,A,A,H
299,87.55,TORREY PINES RD,DUNAWAY DR,LA JOLLA VILLAGE DR,Good,20110220,1330,TORREY PINES RD,DUNAWAY DR,0,A,4,A,03,A,A,B
300,48.42,BALBOA AV,BALBOA WY,GENESEE AV,Fair,20110221,1649,BALBOA AV,BALBOA AV 3300,0,A,3,A,04,A,A,H
301,48.71,CLAIREMONT DR,CLAIREMONT CT,EDISON ST,Fair,20110221,1450,CLAIREMONT DR,CLAIREMONT DR 4900,0,A,3,A,05,A,A,H
302,73.83,W CAM DE LA COSTA,CAM DE LA COSTA,END,Good,20110221,1515,CAMINO DE LA COSTA,CAMINO DE LA COSTA 5000,0,A,3,A,03,A,A,H
303,78.54,VIA DEL BARDO,LA MARIQUITA SENDA,LAS BUJIAS CT,Good,20110221,0140,VIA DEL BARDO,LAS BUJIAS CORTE,0,A,3,A,08,C,A,H
304,35.44,MARLBOROUGH AV,WIGHTMAN ST,UNIVERSITY AV,Poor,20110221,1950,MARLBOROUGH AV,UNIVERSITY AV,0,A,4,A,03,D,A,H
305,50.02,EL CAJON BL,WINONA AV,50TH ST,Fair,20110221,1825,EL CAJON BL,WINONA AV,0,A,4,A,10,C,A,H
306,37.62,MARKET ST,14TH ST,15TH ST,Poor,20110216,1710,MARKET ST,15TH ST,0,C,4,A,10,A,B,H
307,24.75,25TH ST,E ST,BROADWAY,Poor,20110222,1804,25TH ST,E ST,0,A,4,A,09,C,A,H
308,69,BALBOA AV,CHARGER BL,RUFFNER ST,Fair,20110218,0932,BALBOA AV,CHARGER BL,0,A,4,A,03,A,A,H
309,22.71,MIDWAY DR,ENTERPRISE ST,ROSECRANS ST,Poor,20110221,1243,MIDWAY DR,ROSECRANS ST,0,A,4,A,09,A,A,H
310,50.01,HOTEL CIRCLE SOUTH,HOTEL CIRCLE CT,HOTEL CIRCLE NORTH,Fair,20110223,2023,HOTEL CIRCLE SOUTH,HOTEL CIRCLE CT,0,A,3,A,08,C,A,H
311,47.88,CARMEL MTN RD,CARMEL CREEK RD,VIA MAR DE BALLENAS,Fair,20110223,1224,CARMEL MOUNTAIN RD,CARMEL CREEK,0,B,4,A,03,A,A,H
312,39.27,STALMER ST,ATLAS ST,ANGELUCCI ST,Poor,20110311,2324,STALMER ST,ATLAS ST,0,A,0,A,08,C,A,H
313,69,MERCY RD,BLACK MTN RD,CHABOLA RD,Fair,20110312,2314,MERCY RD,CHABOLA RD,0,A,3,A,08,C,A,H
314,69,MORENA BL,MILTON ST,LISTER ST,Fair,20110301,1847,MORENA BL,MILTON ST,0,A,4,A,06,C,A,H
315,100,MIRA MESA BL,REAGAN RD,CAM RUIZ,Good,20110301,0705,MIRA MESA BL,REAGAN RD,0,A,3,A,08,A,A,H
316,61.1,ENRICO FERMI DR,MARCONI DR,VIA DE LA AMISTAD,Fair,20110331,1247,ENRICO FERMI DR,1000 MARCONI,0,A,4,A,09,A,A,H
317,28.49,CLAIREMONT MESA BL,DUBOIS DR,GENESEE AV,Poor,20110325,1851,CLAREMONT MESA BL,DUBOIS DR,0,A,2,A,09,A,A,H
318,60.5,RIO SAN DIEGO DR,RIVER RUN DR,FENTON PY,Fair,20110330,1428,RIO SAN DIEGO DR,RIVER RUN DR,0,A,4,A,03,A,A,H
319,31.25,INGRAHAM ST,LA MANCHA DR,MOORLAND DR,Poor,20110217,0007,INGRAHAM ST,SEA WORLD DR,0,B,3,A,03,C,B,H
320,18.01,MOORE ST,ROSECRANS ST,GAINES ST,Poor,20110301,1559,MOORE ST,ROSECRANS ST,0,A,3,A,09,A,A,H
321,52.94,MIRAMAR RD,CARROLL RD,EMPIRE ST,Fair,20110330,2250,MIRAMAR RD,CARROLL RD,0,A,4,A,21,C,A,H
322,81.48,FRONT ST,ALBATROSS DR,W ARBOR DR,Good,20110327,2023,FRONT ST,W ARBOR DR,0,B,4,A,11,C,A,H
323,85.99,FLORIDA ST,EL CAJON BL,MEADE AV,Good,20110401,1326,FLORIDA ST,EL CAJON BL,0,A,4,A,- ,A,A,H
324,49.34,MIRAMAR RD,EMPIRE ST,DOWDY DR,Fair,20110401,1607,MIRAMAR RD,DOWDY DR,0,A,3,A,08,A,A,H
325,100,EUCLID AV,MYRTLE AV,ISLA VISTA DR,Good,20110225,2140,EUCLID AV,MYRTLE AV,0,A,4,-,- ,C,A,H
326,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20110301,2221,MIRA MAR RD,CAMINO RUIZ,0,A,4,A,09,C,A,-
327,51,LA JOLLA VILLAGE DR,GENESEE AV,EXECUTIVE WY,Fair,20110302,0755,LA JOLLA VILLAGE DR,9300 EXECUTIVE WY,0,A,4,A,03,A,A,H
328,83.48,LUSK BL,WATERIDGE CR,TELESIS CT,Good,20110304,1725,LUSK BL,10180 TELESIS CT,0,A,4,A,03,A,A,H
329,57,BERNARDO CENTER DR,CAM DEL NORTE,MATURIN DR,Fair,20110304,1700,BERNARDO CENTER DR,CAMINO DEL NORTE,0,A,4,A,12,A,A,H
330,52.01,LINDA VISTA RD,DANIEL AV,WHEATLEY ST,Fair,20110305,0830,LINDA VISTA RD,DANIEL AV,0,A,4,A,08,A,A,H
331,57,REO DR,REO TR,TONAWANDA DR,Fair,20110304,1736,2700 REO DR,REO TR,0,A,3,A,08,B,A,H
332,69,NORTH PARK WY,29TH ST,30TH ST,Fair,20110305,0946,PARK WY,3800 31ST,0,A,4,A,11,A,A,H
333,64.53,FAIRMOUNT AV,ALVARADO CANYON RD,CAM DEL RIO NORTH,Fair,20110306,1503,FAIRMONT AV,4299 CAMINO DEL NORTE,0,B,3,A,03,A,A,H
334,39,SKYLINE DR,S VALENCIA PY,OZZIE WY,Poor,20110227,1353,SKYLINE DR,VALENCIA PKWY,0,A,4,A,12,A,A,H
335,51,DEL MAR HEIGHTS RD,HIGH BLUFF DR,DEL MAR HEIGHTS PL,Fair,20110304,1645,DEL MAR HEIGHTS,DEL MAR HEIGHTS 3300,0,A,4,A,04,A,A,H
336,29.68,CLAIREMONT MESA BL,SHAWLINE ST,RUFFNER ST,Poor,20110301,1838,CLAIREMONT MESA BL,SHAWLINE ST,0,A,3,A,08,C,A,H
337,65,ASH ST,09TH AV,10TH AV,Fair,20110303,0755,ASH ST,06TH AV,0,A,2,A,12,A,A,H
338,52.35,GRAND AV,INGRAHAM ST,JEWELL ST,Fair,20110304,0122,GRAND AV,JEWELL ST,0,A,4,A,08,C,A,H
339,48.19,MISSION BL,QUEENSTOWN CT,REDONDO CT,Fair,20110303,1747,MISSION BL,QUEENSTOWN,0,B,4,A,09,C,A,H
340,51,GARNET AV,OLNEY ST,PENDLETON ST,Fair,20110307,1942,GARNET AV,OLNEY ST,0,B,4,A,03,C,A,H
341,76.74,ADAMS AV,ALICE ST,59TH ST,Good,20110309,1500,ADAMS AV,39TH ST,0,A,4,A,03,A,A,H
342,41.75,BROADWAY,07TH AV,08TH AV,Fair,20110308,2322,BROADWAY,08TH AV,0,A,3,A,11,C,A,H
343,51.57,ANDORRA WY,DEL DIABLO WY,MADRIGAL ST,Fair,20110309,0910,ANDORRA WY,MADRIGAL ST,0,A,4,A,08,A,A,H
344,56.49,FRIARS RD,SR-163 SB OFF RA,FRAZEE RD,Fair,20110307,1133,FRIARS RD,FRAZEE RD,0,B,3,A,08,A,B,H
345,28.41,CONVOY ST,OTHELLO AV,ARMOUR ST,Poor,20110308,1305,CONVOY ST,ARMOUR ST,0,A,3,A,08,A,A,H
346,87.43,POMERADO RD,RANCHO BERNARDO RD,POMERADO CT,Good,20110309,1410,POMERADO RD,RANCHO BERNARDO RD,0,-,3,A,- ,-,-,-
347,21.89,35TH ST,MEADE AV,MONROE AV,Poor,20110307,0852,35TH ST,MONROE,0,B,3,A,12,A,B,H
